"","year","stock","stock_name","smolt","run","region","lat","long","agg_reg","group","survival","M"
"2298","2012","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.00512629,5.27337307831356
"2299","2013","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.007354782,4.91240456506888
"2300","2014","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.01465144,4.22321665483419
"2301","2015","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.02233027,3.80181212184625
"2302","2016","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",0.04694652,3.05874619748074
"2303","2017","STL","Stillaguamish Fall Fingerling","oceantype","summer","NPGSD",48.2381,-122.3767,"SS","SS_oceantype",NA,NA
"2304","1971","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2305","1972","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2306","1973","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2307","1974","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2308","1975","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.003720282,5.59395580711863
"2309","1976","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.005928072,5.12805624531312
"2310","1977","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.003349572,5.69892270250135
"2311","1978","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2312","1979","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2313","1980","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2314","1981","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2315","1982","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2316","1983","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.005390801,5.22306129656806
"2317","1984","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.006112894,5.09735496818077
"2318","1985","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.02197859,3.81768648129088
"2319","1986","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.004225456,5.46662809500283
"2320","1987","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01281089,4.35745968851579
"2321","1988","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.006183447,5.08587939601644
"2322","1989","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.000912622,6.99918878281436
"2323","1990","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.002351793,6.05257726302296
"2324","1991","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",6.83e-05,9.59160079138753
"2325","1992","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01141247,4.47304866176111
"2326","1993","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01344165,4.30939718356535
"2327","1994","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.000824052,7.10127692324984
"2328","1995","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.007202398,4.93334125285526
"2329","1996","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.009993713,4.60579908370281
"2330","1997","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.0402304,3.21313235024114
"2331","1998","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.04374084,3.12947305952834
"2332","1999","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.0117638,4.44272825945497
"2333","2000","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.0387989,3.24936338327026
"2334","2001","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.02285369,3.77864268671471
"2335","2002","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01754383,4.04305295783598
"2336","2003","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01016331,4.58897110248742
"2337","2004","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01948072,3.93833002046516
"2338","2005","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01760051,4.03982740008514
"2339","2006","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.03430979,3.37232454279504
"2340","2007","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.01202435,4.42082151850534
"2341","2008","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.02604409,3.64796440792312
"2342","2009","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.02671514,3.62252483308454
"2343","2010","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.0223986,3.79875682207435
"2344","2011","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.05580604,2.8858731717252
"2345","2012","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.03720972,3.29118526151083
"2346","2013","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.02483511,3.69549690119969
"2347","2014","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.02139451,3.84462093192295
"2348","2015","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",0.005897372,5.13324845102989
"2349","2016","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2350","2017","SUM","Columbia River Summer","oceantype","summer","UCOLR",46.215,-123.862,"south","south_oceantype",NA,NA
"2351","1971","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2352","1972","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2353","1973","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2354","1974","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2355","1975","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1555383,1.86086327543946
"2356","1976","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.02642264,3.63353406058029
"2357","1977","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.01822353,4.0050416627767
"2358","1978","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.0172653,4.05905657209653
"2359","1979","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.03531269,3.34351288955898
"2360","1980","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.01871611,3.97837062867122
"2361","1981","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1314303,2.02927860590694
"2362","1982","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2363","1983","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2364","1984","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2365","1985","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2366","1986","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2367","1987","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2368","1988","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2369","1989","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2370","1990","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2371","1991","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.2645034,1.32990117332406
"2372","1992","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1211836,2.11044852803398
"2373","1993","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.03855567,3.25565210807619
"2374","1994","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.06551018,2.72554972857002
"2375","1995","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1192372,2.12664049250098
"2376","1996","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1144742,2.16740580888882
"2377","1997","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.0857151,2.45672627286643
"2378","1998","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1256873,2.07395820269867
"2379","1999","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1723888,1.75800288806009
"2380","2000","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.1529666,1.87753568207435
"2381","2001","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.06499198,2.73349140131439
"2382","2002","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.03770792,3.2778851270162
"2383","2003","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.07034823,2.65429765565297
"2384","2004","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.02151166,3.8391601652725
"2385","2005","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.05862763,2.83654919181469
"2386","2006","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.03435032,3.37114394449109
"2387","2007","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.05242194,2.94843007299641
"2388","2008","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.02685096,3.61745370447648
"2389","2009","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.06626856,2.71403970240736
"2390","2010","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.05347942,2.92845837198297
"2391","2011","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.03152114,3.4570968471338
"2392","2012","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.03189972,3.44515804665933
"2393","2013","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.01233905,4.39498624888171
"2394","2014","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.01720112,4.06278078100363
"2395","2015","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",0.04007753,3.21693945085104
"2396","2016","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2397","2017","TAK","Taku River","streamtype","spring","TBR",58.4199,-133.9971,"north","north_streamtype",NA,NA
"2398","1971","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2399","1972","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2400","1973","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2401","1974","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2402","1975","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1555383,1.86086327543946
"2403","1976","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.02642263,3.63353443904367
"2404","1977","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.01822353,4.0050416627767
"2405","1978","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.01726529,4.05905715129312
"2406","1979","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.03531269,3.34351288955898
"2407","1980","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.01871612,3.97837009437231
"2408","1981","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1314303,2.02927860590694
"2409","1982","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2410","1983","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2411","1984","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2412","1985","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2413","1986","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2414","1987","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2415","1988","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2416","1989","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2417","1990","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",NA,NA
"2418","1991","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.2645034,1.32990117332406
"2419","1992","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1211836,2.11044852803398
"2420","1993","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.03855568,3.255651848711
"2421","1994","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.06551019,2.725549575922
"2422","1995","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1192373,2.12663965383688
"2423","1996","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1144748,2.16740056754686
"2424","1997","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.08572155,2.45665102641238
"2425","1998","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.0941273,2.36310715756965
"2426","1999","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1595292,1.83552830141258
"2427","2000","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.1050859,2.25297716804403
"2428","2001","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.03569709,3.33268610612392
"2429","2002","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.05513597,2.89795296274588
"2430","2003","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.05400856,2.91861272646208
"2431","2004","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.01754534,4.04296689139434
"2432","2005","TST","Transboundary Rivers","streamtype","spring","TBR",NA,NA,"north","north_streamtype",0.03399069,3.3816686153919
