"","year","stock","stock_name","smolt","run","region","lat","long","agg_reg","group","survival","M"
"1329","1983","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1330","1984","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1331","1985","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1332","1986","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1333","1987","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1334","1988","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.002928259,5.83334723051095
"1335","1989","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.006549578,5.02835465889143
"1336","1990","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1337","1991","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1338","1992","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.002715607,5.90873977784088
"1339","1993","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.009097696,4.69973408432971
"1340","1994","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.04602183,3.07863942984611
"1341","1995","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.008851611,4.72715580263015
"1342","1996","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.03368346,3.39074836329309
"1343","1997","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.0131671,4.33003398489233
"1344","1998","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.0264309,3.63322149873231
"1345","1999","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.011892,4.43188937384629
"1346","2000","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.005364225,5.2280033681337
"1347","2001","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.01760603,4.03951382198032
"1348","2002","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.005806195,5.14882982799812
"1349","2003","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.007829746,4.84982520884148
"1350","2004","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.006788694,4.9924966975905
"1351","2005","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.01877359,3.97530418401892
"1352","2006","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.007979994,4.8308176194004
"1353","2007","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.0146653,4.22227111989186
"1354","2008","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.005848402,5.14158681744718
"1355","2009","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.008207651,4.80268851095088
"1356","2010","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.0154125,4.17257641049167
"1357","2011","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.01752238,4.0442763579511
"1358","2012","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.02662935,3.62574128801596
"1359","2013","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.01138193,4.47572826888162
"1360","2014","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.03577719,3.33044473948033
"1361","2015","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.02908983,3.53736665042473
"1362","2016","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",0.0357714,3.33060658753387
"1363","2017","NSF","Nooksack Spring Fingerling","streamtype","spring","NPGSD",48.7841,-122.5883,"SS","SS_streamtype",NA,NA
"1364","1971","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1365","1972","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1366","1973","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1367","1974","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1368","1975","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1369","1976","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1370","1977","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1371","1978","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1372","1979","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1373","1980","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1374","1981","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1375","1982","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1376","1983","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1377","1984","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1378","1985","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1379","1986","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1380","1987","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1381","1988","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1382","1989","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1383","1990","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1384","1991","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1385","1992","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1386","1993","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1387","1994","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1388","1995","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1389","1996","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1390","1997","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1391","1998","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1392","1999","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1393","2000","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1394","2001","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1395","2002","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1396","2003","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1397","2004","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1398","2005","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1399","2006","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1400","2007","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1401","2008","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",NA,NA
"1402","2009","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.09788447,2.32396737328532
"1403","2010","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.05004124,2.99490781351459
"1404","2011","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.04767445,3.04335966400688
"1405","2012","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.04050243,3.20639330666957
"1406","2013","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.02414288,3.72376576636926
"1407","2014","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.01004606,4.60057476114574
"1408","2015","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.02114217,3.85648565480147
"1409","2016","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",0.258772,1.35180791386232
"1410","2017","PHI","Phillips River Fall","streamtype","fall","SBC",50556483,-125.36941,"north","north_streamtype",5.69e-05,9.77421521683199
"1411","1971","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",NA,NA
"1412","1972","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",NA,NA
"1413","1973","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",NA,NA
"1414","1974","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",NA,NA
"1415","1975","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.04709329,3.05562475095357
"1416","1976","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.127581,2.05900382197989
"1417","1977","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.01931339,3.94695664124362
"1418","1978","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.02256562,3.79132776990071
"1419","1979","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.0091154,4.6977899881062
"1420","1980","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.02150892,3.83928754616804
"1421","1981","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.008672439,4.74760521287241
"1422","1982","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.007485785,4.89474939019019
"1423","1983","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.00524503,5.25047431741716
"1424","1984","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.007481602,4.89530833880412
"1425","1985","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.002251334,6.0962323495661
"1426","1986","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.007615292,4.8775969479992
"1427","1987","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.002203671,6.11763067288114
"1428","1988","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.004882262,5.32214664192125
"1429","1989","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.006750276,4.99817188604474
"1430","1990","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.002299712,6.07497138127869
"1431","1991","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.001063181,6.8464899213043
"1432","1992","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.000979917,6.92804268376394
"1433","1993","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.003545724,5.64201290853871
"1434","1994","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.001845786,6.29485007594865
"1435","1995","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",NA,NA
"1436","1996","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.004286242,5.45234492062225
"1437","1997","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.01784744,4.02589519840869
"1438","1998","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.01055907,4.55077007276407
"1439","1999","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.004855585,5.32762569016197
"1440","2000","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.006632225,5.01581493530726
"1441","2001","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.005319953,5.23629081025408
"1442","2002","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.009984213,4.60675013344802
"1443","2003","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.009279306,4.67996851946329
"1444","2004","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.003217972,5.73900393150636
"1445","2005","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.009816779,4.62366221449418
"1446","2006","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.005285954,5.24270216507022
"1447","2007","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.008047336,4.82241417399865
"1448","2008","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.007350187,4.91302952390417
"1449","2009","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.002241672,6.10053326298302
"1450","2010","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.004646088,5.37172970378876
"1451","2011","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.009370948,4.6701410138901
"1452","2012","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.006034143,5.11032143948731
"1453","2013","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.01244013,4.38682774156493
"1454","2014","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.009069376,4.70285181545774
"1455","2015","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.00870031,4.7443966217725
"1456","2016","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.01017149,4.58816657031191
"1457","2017","PPS","Puntledge River Summer","oceantype","summer","ECVI",49.696529,-124.995198,"SS","SS_oceantype",0.004237579,5.4637631633815
"1458","1971","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1459","1972","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1460","1973","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1461","1974","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1462","1975","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1463","1976","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1464","1977","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.005412078,5.2191221563606
"1465","1978","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.00687568,4.97976473122977
"1466","1979","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02654935,3.62875001370311
"1467","1980","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.008451164,4.77345109562063
"1468","1981","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.006892937,4.97725801482734
"1469","1982","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.008088519,4.81730963018325
"1470","1983","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.04259792,3.15594985318993
"1471","1984","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1472","1985","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.03428383,3.37308146453906
"1473","1986","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02550723,3.66879333759286
"1474","1987","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02611399,3.64528409293272
"1475","1988","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01190238,4.43101689886199
"1476","1989","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.03081887,3.4796281142659
"1477","1990","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02617481,3.64295778108665
"1478","1991","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01006766,4.59842697264084
"1479","1992","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.009625474,4.64334215326762
"1480","1993","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02946606,3.52451618645388
"1481","1994","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01760976,4.039301985187
"1482","1995","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.005856752,5.14016009526712
"1483","1996","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01181052,4.43876461925954
"1484","1997","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.03040363,3.49319326980378
"1485","1998","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.05247134,2.94748816320672
"1486","1999","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.05645823,2.87425420627626
"1487","2000","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.04028621,3.2117460522105
"1488","2001","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.04968189,3.00211479860229
"1489","2002","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01004927,4.60025528393115
"1490","2003","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01070223,4.53730314801392
"1491","2004","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02481734,3.69621267658474
"1492","2005","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.03460897,3.36364238196264
"1493","2006","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02920355,3.53346500175512
"1494","2007","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.04710915,3.05528802931133
"1495","2008","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.03882515,3.24868704646483
"1496","2009","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02497599,3.68984031559351
"1497","2010","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.05322398,2.93324623231295
"1498","2011","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02307032,3.76920833606476
"1499","2012","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02915431,3.53515252119758
"1500","2013","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.01497593,4.20131103340312
"1501","2014","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02216922,3.80905043865214
"1502","2015","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",0.02862027,3.55364007093607
"1503","2016","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1504","2017","QUE","Queets Fall Fingerling","oceantype","fall","WACST",47.5425,-124.3539,"south","south_oceantype",NA,NA
"1505","1971","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",NA,NA
"1506","1972","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",NA,NA
"1507","1973","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",NA,NA
"1508","1974","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.09112453,2.39552824641696
"1509","1975","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.02134876,3.84676162061948
"1510","1976","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.09092142,2.39775966199393
"1511","1977","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.02625968,3.6397205960157
"1512","1978","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.04869176,3.02224546238803
"1513","1979","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.02483796,3.69538215089322
"1514","1980","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.03022519,3.49907959631411
"1515","1981","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.0793086,2.53440870729337
"1516","1982","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.04232344,3.16241420929134
"1517","1983","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.03702437,3.29617893450309
"1518","1984","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.04674226,3.06310659845158
"1519","1985","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01273616,4.36331008714495
"1520","1986","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.02495061,3.69085700818568
"1521","1987","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01261956,4.37250728777006
"1522","1988","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01150004,4.46540476535811
"1523","1989","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.002251029,6.09636783397749
"1524","1990","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.006001809,5.11569435519607
"1525","1991","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.006695959,5.00625106887225
"1526","1992","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.002971132,5.81881225400361
"1527","1993","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.006923925,4.97277247361592
"1528","1994","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.00853653,4.7634006769383
"1529","1995","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.009267841,4.68120482836409
"1530","1996","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01690624,4.08007249443278
"1531","1997","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01944491,3.94016993982433
"1532","1998","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01343852,4.3096300689983
"1533","1999","QUI","Quinsam River Fall","oceantype","fall","ECVI",50.037646,-125.29471,"SS","SS_oceantype",0.01016488,4.58881663718548
