STOCK,BROOD,ReleaseYear,age,n,TotalReleased.sum,avg.weight
UNU,1997,1999,2,1,103221,3.4
UNU,1998,2000,2,2,141840,3.8
UNU,1999,2001,2,1,181989,3.3
UNU,2000,2002,2,2,145988,3.419782448
UNU,2001,2003,2,2,127280,3.2
UNU,2002,2004,2,2,218122,3.1
UNU,2003,2005,2,1,102190,2.7
UNU,2004,2006,2,1,280569,3.4
UNU,2005,2007,2,1,69441,3.1
UNU,2006,2008,2,1,214061,3.19
UNU,2007,2009,2,1,185733,2.83
UNU,2008,2010,2,1,84433,3.58
UNU,2009,2011,2,1,232182,2.8
UNU,2010,2012,2,1,123188,2.77
UNU,2011,2013,2,1,149732,2.95
UNU,2012,2014,2,1,245600,3.22
UNU,2013,2015,2,1,180367,3.8
UNU,2014,2016,2,1,4003,3.94
UNU,2015,2017,2,2,13576,3.890223925
URB,1975,1976,1,3,2238223,8.304376012
URB,1976,1977,1,1,150625,4.71
URB,1977,1978,1,2,304972,8.954837165
URB,1978,1979,1,1,826538,6.12
URB,1979,1980,1,1,3005654,5.92
URB,1980,1981,1,2,4819342,5.288300141
URB,1981,1982,1,2,5509241,5.410529536
URB,1982,1983,1,1,2040300,5.39
URB,1983,1984,1,3,1950394,5.96
URB,1984,1985,1,2,1422200,8.39
URB,1985,1986,1,1,2954000,7.43
URB,1986,1987,1,1,4946000,8.3
URB,1987,1988,1,1,7504996,6.64
URB,1988,1989,1,1,5202007,9.39
URB,1989,1990,1,1,6230590,7.59
URB,1990,1991,1,1,5041492,9.77
URB,1991,1992,1,4,6642346,8.302443339
URB,1992,1993,1,1,5149688,8.41
URB,1993,1994,1,1,6705836,9.5
URB,1994,1995,1,1,192770,10.79
URB,1995,1996,1,1,203687,11.33
URB,1996,1997,1,1,210023,10.07
URB,1997,1998,1,4,651793,8.80852605
URB,1998,1999,1,4,617010,10.3202741
URB,1999,2000,1,4,636713,9.538874391
URB,2000,2001,1,4,601442,10.94290625
URB,2001,2002,1,4,651655,9.51771379
URB,2002,2003,1,3,3678725,8.031800559
URB,2003,2004,1,3,613538,9.268210771
URB,2004,2005,1,2,424496,8.313887151
URB,2005,2006,1,1,200851,10.54
URB,2006,2007,1,2,424706,8.774063329
URB,2007,2008,1,2,425332,8.557045978
URB,2008,2009,1,1,218082,9.5
URB,2009,2010,1,9,1907007,9.008910591
URB,2010,2011,1,10,1939714,9.361651099
URB,2011,2012,1,3,1409031,9.175639542
URB,2012,2013,1,3,1429480,10.13944299
URB,2013,2014,1,3,1435204,9.428257837
URB,2014,2015,1,3,2042537,9.30803935
URB,2015,2016,1,4,1680158,9.660026896
URB,2016,2017,1,13,1629896,9.294640204
URB,2017,2018,1,12,1633526,8.921288226
UWA,1975,1976,1,6,142615,12.84
UWA,1976,1977,1,4,87208,14.63
UWA,1977,1978,1,2,55324,13.64879112
UWA,1978,1979,1,6,159717,9.070928204
UWA,1979,1980,1,4,83964,17.01078224
UWA,1980,1981,1,9,175861,12.96239291
UWA,1981,1982,1,8,128179,9.873748586
UWA,1982,1983,1,6,58012,16.38085017
UWA,1983,1984,1,1,30104,14.77
UWA,1984,1985,1,6,56001,12.89681309
WHF,1986,1987,1,4,87904,7.72521842
WHF,1987,1988,1,2,84089,7.728562357
WHF,1988,1989,1,3,95521,9.751013599
WHF,1989,1990,1,2,249727,10.34349598
WHF,1990,1991,1,1,189764,7.78
WHF,1991,1992,1,1,252428,7.68
WHF,1992,1993,1,1,240178,6.38
WHF,1993,1994,1,1,254468,8.34
WHF,1994,1995,1,2,259391,9.44
WHF,1995,1996,1,1,251584,8.72
WHF,1996,1997,1,1,254990,9.44
WHF,1997,1998,1,2,127259,9.07
WHF,2002,2003,1,1,260120,9.65
WHF,2003,2004,1,2,252170,9.571944323
WHF,2004,2005,1,2,436994,7.881973528
WHF,2005,2006,1,1,275805,9.44
WHF,2006,2007,1,2,247502,9.212490485
WHF,2007,2008,1,1,275439,11.06
WHF,2008,2009,1,1,263785,9.25
WHF,2009,2010,1,2,249074,10.07
WHF,2010,2011,1,1,239652,9.25
WHF,2011,2012,1,2,328427,9.07
WHF,2012,2013,1,1,205739,7.31
WHF,2013,2014,1,2,391843,5.74
WHF,2014,2015,1,1,244978,5.81
WHF,2015,2016,1,2,257632,5.66
WHF,2016,2017,1,2,451959,5.53
WHF,2017,2018,1,1,506241,5.24
WHF,2018,2019,1,1,230936,6.38
WHF,2019,2020,1,3,388909,5.59
WHY,1978,1980,2,1,4220,22.67
WHY,1979,1981,2,1,48697,34.89
WHY,1980,1982,2,1,19614,78.2
WHY,1981,1983,2,2,37288,90.71
WHY,1982,1984,2,2,21064,64.79
WHY,1983,1985,2,2,37008,64.79
WHY,1984,1986,2,3,46832,90.71
WHY,1985,1987,2,2,45982,56.69
WHY,1986,1988,2,2,78033,73.16
WHY,1987,1989,2,2,83059,90.71
WHY,1988,1990,2,2,89693,50.39
WHY,1989,1991,2,1,91146,82.47
WHY,1990,1992,2,1,81015,58.15
WHY,1991,1993,2,1,84493,64.79
WHY,1992,1994,2,1,84205,73.15
WHY,1993,1995,2,1,77800,59.68
WHY,1994,1996,2,2,89852,60.47
WHY,1995,1997,2,1,88309,64.79
WHY,1996,1998,2,1,84506,64.79
WHY,2002,2004,2,1,89900,62.13
WHY,2003,2005,2,1,91560,52.74
WHY,2004,2006,2,1,94150,54.64
WHY,2005,2007,2,1,89023,59.68
WHY,2006,2008,2,1,88125,65.73
WHY,2007,2009,2,1,91140,75.59
WHY,2008,2010,2,1,84301,68.72
WHY,2009,2011,2,1,80395,57.41
WHY,2010,2012,2,1,81449,59.68
WHY,1997,2000,3,2,57981,56.69
WRF,1989,1990,1,1,269394,4
WRF,1990,1991,1,1,73923,3.66
WRF,1991,1992,1,4,708576,5.196721199
WRF,1992,1993,1,3,608814,4.009499699
WRF,1993,1994,1,3,523249,4.13013292
WRF,1994,1995,1,1,265078,3.49
WRF,1995,1996,1,1,266021,5.75
WRF,1996,1997,1,1,262087,5.54
WRF,2002,2003,1,1,281546,5.91
WRF,2003,2004,1,1,274517,5.72
WRF,2004,2005,1,1,274468,5.21
WRF,2005,2006,1,2,343187,6.21
WRF,2006,2007,1,1,344775,6.11
WRF,2007,2008,1,1,334426,7.25
WRF,2008,2009,1,1,350218,5.2
WRF,2009,2010,1,1,350325,5.88
WRF,2010,2011,1,1,356654,5.41
WRF,2011,2012,1,1,338023,5.63
WRF,2012,2013,1,1,350729,5.5
WRF,2013,2014,1,1,348730,6.15
WRF,2014,2015,1,1,349584,6.25
WRF,2015,2016,1,1,352107,5.83
WRF,2016,2017,1,1,365422,5.27
WRF,2017,2018,1,2,411381,6.443031958
WRF,2018,2019,1,2,460419,5.226388681
WRF,2019,2020,1,2,492552,6.496423748
WRY,1974,1976,2,1,8340,33.1
WRY,1975,1977,2,1,40576,37.79
WRY,1989,1991,2,1,95919,50.44
WRY,1990,1992,2,1,38386,45.39
WRY,1991,1993,2,1,55761,50.44
WRY,1992,1994,2,1,73226,34.92
WRY,1994,1996,2,1,80427,45.4
WRY,1995,1997,2,1,82860,60.53
WRY,1996,1998,2,1,82920,50.44
WRY,1997,1999,2,1,88103,56.7
WRY,1998,2000,2,1,20989,70.88
WRY,1999,2001,2,1,89939,75.6
WRY,2000,2002,2,1,88517,60.48
WRY,2001,2003,2,1,89906,67.7
WRY,2002,2004,2,1,91734,56.7
WRY,2003,2005,2,1,89365,60.48
WRY,2004,2006,2,1,91730,56.7
WRY,2005,2007,2,1,57391,58.91
WRY,2006,2008,2,1,56687,63.89
WRY,2007,2009,2,1,54630,61.3
WRY,2008,2010,2,1,58713,58.91
WRY,2009,2011,2,1,57422,69.78
WRY,2010,2012,2,1,57673,60.48
WRY,2011,2013,2,1,56449,58.15
WRY,2012,2014,2,1,58886,58.91
WRY,2013,2015,2,1,33102,84
WRY,2014,2016,2,1,45563,57.42
WRY,2015,2017,2,1,51105,51.55
WSH,1975,1976,1,2,152909,50.83997142
WSH,1976,1977,1,3,97204,37.73661495
WSH,1977,1978,1,4,428651,49.63825926
WSH,1978,1979,1,5,416716,69.88465506
WSH,1979,1980,1,3,408751,89.00777031
WSH,1980,1981,1,3,102521,84.00906965
WSH,1981,1982,1,1,35997,40.9
WSH,1982,1983,1,1,49828,42.43
WSH,1983,1984,1,1,127266,55.45
WSH,1984,1985,1,9,869495,50.5048691
WSH,1985,1986,1,6,741302,56.61159834
WSH,1986,1987,1,1,30312,49.9
WSH,1987,1988,1,3,711205,54.33668325
WSH,1988,1989,1,4,1101281,60.23501054
WSH,1989,1990,1,6,964268,55.27988452
WSH,1990,1991,1,3,1069541,52.61731635
WSH,1991,1992,1,3,993554,59.94795611
WSH,1992,1993,1,3,760867,56.85493745
WSH,1993,1994,1,1,217625,46.86
WSH,1994,1995,1,1,377611,53.55
WSH,1995,1996,1,1,214098,54.91
WSH,1996,1997,1,6,819779,56.59205281
WSH,1997,1998,1,4,836638,53.66388298
WSH,1998,1999,1,3,853220,53.83714266
WSH,1999,2000,1,3,786863,55.67497904
WSH,2000,2001,1,3,975695,53.34569016
WSH,2001,2002,1,3,972253,55.94870392
WSH,2002,2003,1,3,969002,56.38599375
WSH,2003,2004,1,4,1272206,49.61800184
WSH,2004,2005,1,5,828065,48.66948176
WSH,2005,2006,1,6,1398952,42.73727317
WSH,2006,2007,1,4,1298389,52.65473203
WSH,2007,2008,1,5,850193,46.68403852
WSH,2008,2009,1,3,617204,46.59264
WSH,2009,2010,1,4,1847376,44.33954429
WSH,2010,2011,1,7,1612503,36.75054012
WSH,2011,2012,1,7,1139617,44.1508367
WSH,2012,2013,1,3,959571,49.75455984
WSH,2013,2014,1,2,525940,50.85000951
WSH,2015,2016,1,2,561454,53.52935564
WSH,1975,1977,2,3,203089,37.4026417
WSH,1976,1978,2,6,233881,41.22299037
WSH,1977,1979,2,7,288008,34.94161871
WSH,1978,1980,2,4,127249,85.53638198
WSH,1979,1981,2,5,240912,38.09154363
WSH,1980,1982,2,5,222110,32.93176016
WSH,1981,1983,2,1,117441,44.08
WSH,1982,1984,2,2,322314,36.70504762
WSH,1983,1985,2,1,169769,31.9
WSH,1984,1986,2,8,246769,39.1254609
WSH,1985,1987,2,6,1072039,51.05509996
WSH,1986,1988,2,3,82241,50.30294671
WSH,1987,1989,2,3,1003019,45.07664572
WSH,1988,1990,2,8,1994402,43.51363675
WSH,1989,1991,2,10,2113223,43.07832646
WSH,1990,1992,2,7,2398448,49.87548922
WSH,1991,1993,2,14,2164953,47.82679523
WSH,1992,1994,2,10,1892287,45.97100911
WSH,1993,1995,2,9,3525852,49.4587663
WSH,1994,1996,2,9,3383484,49.8592242
WSH,1995,1997,2,10,2839840,45.6365137
WSH,1996,1998,2,11,2231709,41.88105863
WSH,1997,1999,2,15,3043571,46.03639368
WSH,1998,2000,2,10,2792567,45.5511741
WSH,1999,2001,2,8,2335273,44.3374904
WSH,2000,2002,2,9,3178263,46.1854855
WSH,2001,2003,2,10,3452492,45.01168844
WSH,2002,2004,2,3,782175,38.34878275
WSH,2003,2005,2,12,3419853,44.04552019
WSH,2004,2006,2,18,3077996,43.5049981
WSH,2005,2007,2,16,3736684,41.53997428
WSH,2006,2008,2,16,4067941,41.08036248
WSH,2007,2009,2,8,3400757,41.93643939
WSH,2008,2010,2,10,3795829,40.18460637
WSH,2009,2011,2,11,3464259,45.72940628
WSH,2010,2012,2,30,4760163,41.78099426
WSH,2011,2013,2,33,4707536,41.18122524
WSH,2012,2014,2,14,4451040,43.05038438
WSH,2013,2015,2,13,3735159,46.86381155
WSH,2014,2016,2,11,1959395,45.63113011
WSH,2015,2016,2,2,561454,53.52935564
WSH,2015,2017,2,11,3250336,46.72799126
WSH,2016,2018,2,13,3153074,44.93261702
