"year","stock","j_group3b","esc"
2007,"cowichan","sog_oceantype",2175
2008,"cowichan","sog_oceantype",2015
2009,"cowichan","sog_oceantype",785
2010,"cowichan","sog_oceantype",2419
2011,"cowichan","sog_oceantype",2786
2012,"cowichan","sog_oceantype",2668
2013,"cowichan","sog_oceantype",4406
2014,"cowichan","sog_oceantype",4185
2015,"cowichan","sog_oceantype",5984
2016,"cowichan","sog_oceantype",7787
2017,"cowichan","sog_oceantype",10590
2018,"cowichan","sog_oceantype",14353
1975,"fraser_spring_1.3","sog_streamtype",7656
1976,"fraser_spring_1.3","sog_streamtype",9050
1977,"fraser_spring_1.3","sog_streamtype",11213
1978,"fraser_spring_1.3","sog_streamtype",15092
1979,"fraser_spring_1.3","sog_streamtype",14062
1980,"fraser_spring_1.3","sog_streamtype",15800
1981,"fraser_spring_1.3","sog_streamtype",10927
1982,"fraser_spring_1.3","sog_streamtype",12729
1983,"fraser_spring_1.3","sog_streamtype",24081
1984,"fraser_spring_1.3","sog_streamtype",29471
1985,"fraser_spring_1.3","sog_streamtype",42380
1986,"fraser_spring_1.3","sog_streamtype",49399
1987,"fraser_spring_1.3","sog_streamtype",48322
1988,"fraser_spring_1.3","sog_streamtype",39903
1989,"fraser_spring_1.3","sog_streamtype",29700
1990,"fraser_spring_1.3","sog_streamtype",40689
1991,"fraser_spring_1.3","sog_streamtype",27182
1992,"fraser_spring_1.3","sog_streamtype",30226
1993,"fraser_spring_1.3","sog_streamtype",33201
1994,"fraser_spring_1.3","sog_streamtype",52275
1995,"fraser_spring_1.3","sog_streamtype",42974
1996,"fraser_spring_1.3","sog_streamtype",31379
1997,"fraser_spring_1.3","sog_streamtype",33920
1998,"fraser_spring_1.3","sog_streamtype",26163
1999,"fraser_spring_1.3","sog_streamtype",18185
2000,"fraser_spring_1.3","sog_streamtype",21542
2001,"fraser_spring_1.3","sog_streamtype",25479
2002,"fraser_spring_1.3","sog_streamtype",36563
2003,"fraser_spring_1.3","sog_streamtype",45349
2004,"fraser_spring_1.3","sog_streamtype",28706
2005,"fraser_spring_1.3","sog_streamtype",20029
2006,"fraser_spring_1.3","sog_streamtype",20077
2007,"fraser_spring_1.3","sog_streamtype",10789
2008,"fraser_spring_1.3","sog_streamtype",15373
2009,"fraser_spring_1.3","sog_streamtype",24321
2010,"fraser_spring_1.3","sog_streamtype",15584
2011,"fraser_spring_1.3","sog_streamtype",10998
2012,"fraser_spring_1.3","sog_streamtype",11186
2013,"fraser_spring_1.3","sog_streamtype",16009
2014,"fraser_spring_1.3","sog_streamtype",32905
2015,"fraser_spring_1.3","sog_streamtype",22990
2016,"fraser_spring_1.3","sog_streamtype",13781
2017,"fraser_spring_1.3","sog_streamtype",8343
2018,"fraser_spring_1.3","sog_streamtype",8482
1975,"fraser_spring_1.2","sog_streamtype",8360
1976,"fraser_spring_1.2","sog_streamtype",5575
1977,"fraser_spring_1.2","sog_streamtype",4458
1978,"fraser_spring_1.2","sog_streamtype",5209
1979,"fraser_spring_1.2","sog_streamtype",3437
1980,"fraser_spring_1.2","sog_streamtype",7460
1981,"fraser_spring_1.2","sog_streamtype",3718
1982,"fraser_spring_1.2","sog_streamtype",6637
1983,"fraser_spring_1.2","sog_streamtype",3264
1984,"fraser_spring_1.2","sog_streamtype",8068
1985,"fraser_spring_1.2","sog_streamtype",11800
1986,"fraser_spring_1.2","sog_streamtype",12604
1987,"fraser_spring_1.2","sog_streamtype",6434
1988,"fraser_spring_1.2","sog_streamtype",5501
1989,"fraser_spring_1.2","sog_streamtype",7794
1990,"fraser_spring_1.2","sog_streamtype",4482
1991,"fraser_spring_1.2","sog_streamtype",6589
1992,"fraser_spring_1.2","sog_streamtype",8656
1993,"fraser_spring_1.2","sog_streamtype",14540
1994,"fraser_spring_1.2","sog_streamtype",16440
1995,"fraser_spring_1.2","sog_streamtype",18000
1996,"fraser_spring_1.2","sog_streamtype",26627
1997,"fraser_spring_1.2","sog_streamtype",22251
1998,"fraser_spring_1.2","sog_streamtype",5105
1999,"fraser_spring_1.2","sog_streamtype",11409
2000,"fraser_spring_1.2","sog_streamtype",16002
2001,"fraser_spring_1.2","sog_streamtype",18210
2002,"fraser_spring_1.2","sog_streamtype",24477
2003,"fraser_spring_1.2","sog_streamtype",28740
2004,"fraser_spring_1.2","sog_streamtype",20427
2005,"fraser_spring_1.2","sog_streamtype",8983
2006,"fraser_spring_1.2","sog_streamtype",9601
2007,"fraser_spring_1.2","sog_streamtype",2474
2008,"fraser_spring_1.2","sog_streamtype",11774
2009,"fraser_spring_1.2","sog_streamtype",2173
2010,"fraser_spring_1.2","sog_streamtype",9406
2011,"fraser_spring_1.2","sog_streamtype",5181
2012,"fraser_spring_1.2","sog_streamtype",11359
2013,"fraser_spring_1.2","sog_streamtype",6821
2014,"fraser_spring_1.2","sog_streamtype",24614
2015,"fraser_spring_1.2","sog_streamtype",11150
2016,"fraser_spring_1.2","sog_streamtype",8904
2017,"fraser_spring_1.2","sog_streamtype",5103
2018,"fraser_spring_1.2","sog_streamtype",2100
1975,"fraser_summer_1.3","sog_streamtype",17294
1976,"fraser_summer_1.3","sog_streamtype",12754
1977,"fraser_summer_1.3","sog_streamtype",16748
1978,"fraser_summer_1.3","sog_streamtype",17561
1979,"fraser_summer_1.3","sog_streamtype",9462
1980,"fraser_summer_1.3","sog_streamtype",12634
1981,"fraser_summer_1.3","sog_streamtype",11879
1982,"fraser_summer_1.3","sog_streamtype",13086
1983,"fraser_summer_1.3","sog_streamtype",15091
1984,"fraser_summer_1.3","sog_streamtype",13447
1985,"fraser_summer_1.3","sog_streamtype",16020
1986,"fraser_summer_1.3","sog_streamtype",28549
1987,"fraser_summer_1.3","sog_streamtype",21631
1988,"fraser_summer_1.3","sog_streamtype",27948
1989,"fraser_summer_1.3","sog_streamtype",14494
1990,"fraser_summer_1.3","sog_streamtype",27096
1991,"fraser_summer_1.3","sog_streamtype",19898
1992,"fraser_summer_1.3","sog_streamtype",22415
1993,"fraser_summer_1.3","sog_streamtype",19041
1994,"fraser_summer_1.3","sog_streamtype",18085
1995,"fraser_summer_1.3","sog_streamtype",24323
1996,"fraser_summer_1.3","sog_streamtype",35339
1997,"fraser_summer_1.3","sog_streamtype",34397
1998,"fraser_summer_1.3","sog_streamtype",31542
1999,"fraser_summer_1.3","sog_streamtype",19205
2000,"fraser_summer_1.3","sog_streamtype",21868
2001,"fraser_summer_1.3","sog_streamtype",25302
2002,"fraser_summer_1.3","sog_streamtype",29561
2003,"fraser_summer_1.3","sog_streamtype",44109
2004,"fraser_summer_1.3","sog_streamtype",32339
2005,"fraser_summer_1.3","sog_streamtype",20181
2006,"fraser_summer_1.3","sog_streamtype",21362
2007,"fraser_summer_1.3","sog_streamtype",11124
2008,"fraser_summer_1.3","sog_streamtype",17340
2009,"fraser_summer_1.3","sog_streamtype",21596
2010,"fraser_summer_1.3","sog_streamtype",20377
2011,"fraser_summer_1.3","sog_streamtype",16332
2012,"fraser_summer_1.3","sog_streamtype",9769
2013,"fraser_summer_1.3","sog_streamtype",11263
2014,"fraser_summer_1.3","sog_streamtype",24424
2015,"fraser_summer_1.3","sog_streamtype",30537
2016,"fraser_summer_1.3","sog_streamtype",9522
2017,"fraser_summer_1.3","sog_streamtype",6390
2018,"fraser_summer_1.3","sog_streamtype",5443
1975,"fraser_summer_0.3","sog_oceantype",41134
1976,"fraser_summer_0.3","sog_oceantype",5909
1977,"fraser_summer_0.3","sog_oceantype",25780
1978,"fraser_summer_0.3","sog_oceantype",23644
1979,"fraser_summer_0.3","sog_oceantype",24892
1980,"fraser_summer_0.3","sog_oceantype",10237
1981,"fraser_summer_0.3","sog_oceantype",16032
1982,"fraser_summer_0.3","sog_oceantype",7708
1983,"fraser_summer_0.3","sog_oceantype",9206
1984,"fraser_summer_0.3","sog_oceantype",15427
1985,"fraser_summer_0.3","sog_oceantype",20103
1986,"fraser_summer_0.3","sog_oceantype",31083
1987,"fraser_summer_0.3","sog_oceantype",29318
1988,"fraser_summer_0.3","sog_oceantype",40434
1989,"fraser_summer_0.3","sog_oceantype",31990
1990,"fraser_summer_0.3","sog_oceantype",35190
1991,"fraser_summer_0.3","sog_oceantype",33689
1992,"fraser_summer_0.3","sog_oceantype",43313
1993,"fraser_summer_0.3","sog_oceantype",18773
1994,"fraser_summer_0.3","sog_oceantype",37768
1995,"fraser_summer_0.3","sog_oceantype",27938
1996,"fraser_summer_0.3","sog_oceantype",67978
1997,"fraser_summer_0.3","sog_oceantype",59170
1998,"fraser_summer_0.3","sog_oceantype",86790
1999,"fraser_summer_0.3","sog_oceantype",68007
2000,"fraser_summer_0.3","sog_oceantype",46488
2001,"fraser_summer_0.3","sog_oceantype",78150
2002,"fraser_summer_0.3","sog_oceantype",112089
2003,"fraser_summer_0.3","sog_oceantype",89299
2004,"fraser_summer_0.3","sog_oceantype",56471
2005,"fraser_summer_0.3","sog_oceantype",93785
2006,"fraser_summer_0.3","sog_oceantype",179791
2007,"fraser_summer_0.3","sog_oceantype",73583
2008,"fraser_summer_0.3","sog_oceantype",89405
2009,"fraser_summer_0.3","sog_oceantype",86318
2010,"fraser_summer_0.3","sog_oceantype",158003
2011,"fraser_summer_0.3","sog_oceantype",126679
2012,"fraser_summer_0.3","sog_oceantype",47695
2013,"fraser_summer_0.3","sog_oceantype",119609
2014,"fraser_summer_0.3","sog_oceantype",84308
2015,"fraser_summer_0.3","sog_oceantype",179162
2016,"fraser_summer_0.3","sog_oceantype",93206
2017,"fraser_summer_0.3","sog_oceantype",84470
2018,"fraser_summer_0.3","sog_oceantype",46543
1975,"harrison","sog_oceantype",NA
1976,"harrison","sog_oceantype",NA
1977,"harrison","sog_oceantype",NA
1978,"harrison","sog_oceantype",NA
1979,"harrison","sog_oceantype",NA
1980,"harrison","sog_oceantype",NA
1981,"harrison","sog_oceantype",NA
1982,"harrison","sog_oceantype",NA
1983,"harrison","sog_oceantype",NA
1984,"harrison","sog_oceantype",120835
1985,"harrison","sog_oceantype",174776
1986,"harrison","sog_oceantype",162594
1987,"harrison","sog_oceantype",79036
1988,"harrison","sog_oceantype",35114
1989,"harrison","sog_oceantype",74683
1990,"harrison","sog_oceantype",177373
1991,"harrison","sog_oceantype",90636
1992,"harrison","sog_oceantype",130409
1993,"harrison","sog_oceantype",118997
1994,"harrison","sog_oceantype",98342
1995,"harrison","sog_oceantype",28616
1996,"harrison","sog_oceantype",37392
1997,"harrison","sog_oceantype",70514
1998,"harrison","sog_oceantype",200258
1999,"harrison","sog_oceantype",104415
2000,"harrison","sog_oceantype",77754
2001,"harrison","sog_oceantype",108502
2002,"harrison","sog_oceantype",83011
2003,"harrison","sog_oceantype",246986
2004,"harrison","sog_oceantype",139126
2005,"harrison","sog_oceantype",88589
2006,"harrison","sog_oceantype",60421
2007,"harrison","sog_oceantype",76483
2008,"harrison","sog_oceantype",41603
2009,"harrison","sog_oceantype",70142
2010,"harrison","sog_oceantype",103558
2011,"harrison","sog_oceantype",123647
2012,"harrison","sog_oceantype",44467
2013,"harrison","sog_oceantype",42953
2014,"harrison","sog_oceantype",44686
2015,"harrison","sog_oceantype",101516
2016,"harrison","sog_oceantype",41327
2017,"harrison","sog_oceantype",29799
2018,"harrison","sog_oceantype",46094
1975,"skagit_spring","puget_streamtype",NA
1976,"skagit_spring","puget_streamtype",NA
1977,"skagit_spring","puget_streamtype",NA
1978,"skagit_spring","puget_streamtype",NA
1979,"skagit_spring","puget_streamtype",NA
1980,"skagit_spring","puget_streamtype",NA
1981,"skagit_spring","puget_streamtype",NA
1982,"skagit_spring","puget_streamtype",NA
1983,"skagit_spring","puget_streamtype",NA
1984,"skagit_spring","puget_streamtype",NA
1985,"skagit_spring","puget_streamtype",NA
1986,"skagit_spring","puget_streamtype",NA
1987,"skagit_spring","puget_streamtype",NA
1988,"skagit_spring","puget_streamtype",NA
1989,"skagit_spring","puget_streamtype",NA
1990,"skagit_spring","puget_streamtype",NA
1991,"skagit_spring","puget_streamtype",NA
1992,"skagit_spring","puget_streamtype",986
1993,"skagit_spring","puget_streamtype",782
1994,"skagit_spring","puget_streamtype",470
1995,"skagit_spring","puget_streamtype",855
1996,"skagit_spring","puget_streamtype",1051
1997,"skagit_spring","puget_streamtype",1041
1998,"skagit_spring","puget_streamtype",1086
1999,"skagit_spring","puget_streamtype",471
2000,"skagit_spring","puget_streamtype",1021
2001,"skagit_spring","puget_streamtype",1856
2002,"skagit_spring","puget_streamtype",1076
2003,"skagit_spring","puget_streamtype",909
2004,"skagit_spring","puget_streamtype",1622
2005,"skagit_spring","puget_streamtype",1305
2006,"skagit_spring","puget_streamtype",1896
2007,"skagit_spring","puget_streamtype",613
2008,"skagit_spring","puget_streamtype",1472
2009,"skagit_spring","puget_streamtype",983
2010,"skagit_spring","puget_streamtype",1361
2011,"skagit_spring","puget_streamtype",825
2012,"skagit_spring","puget_streamtype",2774
2013,"skagit_spring","puget_streamtype",2010
2014,"skagit_spring","puget_streamtype",1608
2015,"skagit_spring","puget_streamtype",1408
2016,"skagit_spring","puget_streamtype",2429
2017,"skagit_spring","puget_streamtype",2851
2018,"skagit_spring","puget_streamtype",2376
1975,"skagit_summer","puget_streamtype",11320
1976,"skagit_summer","puget_streamtype",14120
1977,"skagit_summer","puget_streamtype",9218
1978,"skagit_summer","puget_streamtype",13075
1979,"skagit_summer","puget_streamtype",13306
1980,"skagit_summer","puget_streamtype",20058
1981,"skagit_summer","puget_streamtype",8283
1982,"skagit_summer","puget_streamtype",9910
1983,"skagit_summer","puget_streamtype",8723
1984,"skagit_summer","puget_streamtype",12628
1985,"skagit_summer","puget_streamtype",16002
1986,"skagit_summer","puget_streamtype",17908
1987,"skagit_summer","puget_streamtype",9409
1988,"skagit_summer","puget_streamtype",11468
1989,"skagit_summer","puget_streamtype",6684
1990,"skagit_summer","puget_streamtype",16521
1991,"skagit_summer","puget_streamtype",5824
1992,"skagit_summer","puget_streamtype",7348
1993,"skagit_summer","puget_streamtype",5801
1994,"skagit_summer","puget_streamtype",5549
1995,"skagit_summer","puget_streamtype",6877
1996,"skagit_summer","puget_streamtype",10613
1997,"skagit_summer","puget_streamtype",4872
1998,"skagit_summer","puget_streamtype",14609
1999,"skagit_summer","puget_streamtype",4924
2000,"skagit_summer","puget_streamtype",16930
2001,"skagit_summer","puget_streamtype",13793
2002,"skagit_summer","puget_streamtype",19591
2003,"skagit_summer","puget_streamtype",9777
2004,"skagit_summer","puget_streamtype",23553
2005,"skagit_summer","puget_streamtype",20803
2006,"skagit_summer","puget_streamtype",20768
2007,"skagit_summer","puget_streamtype",11281
2008,"skagit_summer","puget_streamtype",11664
2009,"skagit_summer","puget_streamtype",6955
2010,"skagit_summer","puget_streamtype",8037
2011,"skagit_summer","puget_streamtype",5536
2012,"skagit_summer","puget_streamtype",13817
2013,"skagit_summer","puget_streamtype",10882
2014,"skagit_summer","puget_streamtype",10457
2015,"skagit_summer","puget_streamtype",13315
2016,"skagit_summer","puget_streamtype",16761
2017,"skagit_summer","puget_streamtype",12784
2018,"skagit_summer","puget_streamtype",10903
1975,"stillaguamish","puget_oceantype",1198
1976,"stillaguamish","puget_oceantype",2140
1977,"stillaguamish","puget_oceantype",1475
1978,"stillaguamish","puget_oceantype",1232
1979,"stillaguamish","puget_oceantype",1042
1980,"stillaguamish","puget_oceantype",821
1981,"stillaguamish","puget_oceantype",630
1982,"stillaguamish","puget_oceantype",773
1983,"stillaguamish","puget_oceantype",387
1984,"stillaguamish","puget_oceantype",374
1985,"stillaguamish","puget_oceantype",1409
1986,"stillaguamish","puget_oceantype",1277
1987,"stillaguamish","puget_oceantype",1321
1988,"stillaguamish","puget_oceantype",717
1989,"stillaguamish","puget_oceantype",784
1990,"stillaguamish","puget_oceantype",842
1991,"stillaguamish","puget_oceantype",1536
1992,"stillaguamish","puget_oceantype",639
1993,"stillaguamish","puget_oceantype",719
1994,"stillaguamish","puget_oceantype",773
1995,"stillaguamish","puget_oceantype",775
1996,"stillaguamish","puget_oceantype",1244
1997,"stillaguamish","puget_oceantype",1156
1998,"stillaguamish","puget_oceantype",1544
1999,"stillaguamish","puget_oceantype",1098
2000,"stillaguamish","puget_oceantype",1645
2001,"stillaguamish","puget_oceantype",1349
2002,"stillaguamish","puget_oceantype",1588
2003,"stillaguamish","puget_oceantype",988
2004,"stillaguamish","puget_oceantype",1506
2005,"stillaguamish","puget_oceantype",1036
2006,"stillaguamish","puget_oceantype",1254
2007,"stillaguamish","puget_oceantype",607
2008,"stillaguamish","puget_oceantype",1671
2009,"stillaguamish","puget_oceantype",1001
2010,"stillaguamish","puget_oceantype",783
2011,"stillaguamish","puget_oceantype",1017
2012,"stillaguamish","puget_oceantype",1534
2013,"stillaguamish","puget_oceantype",854
2014,"stillaguamish","puget_oceantype",432
2015,"stillaguamish","puget_oceantype",459
2016,"stillaguamish","puget_oceantype",861
2017,"stillaguamish","puget_oceantype",1075
2018,"stillaguamish","puget_oceantype",562
1975,"snohomish","puget_oceantype",3953
1976,"snohomish","puget_oceantype",4659
1977,"snohomish","puget_oceantype",5542
1978,"snohomish","puget_oceantype",7905
1979,"snohomish","puget_oceantype",5726
1980,"snohomish","puget_oceantype",6526
1981,"snohomish","puget_oceantype",3330
1982,"snohomish","puget_oceantype",4498
1983,"snohomish","puget_oceantype",4537
1984,"snohomish","puget_oceantype",3484
1985,"snohomish","puget_oceantype",4730
1986,"snohomish","puget_oceantype",4534
1987,"snohomish","puget_oceantype",4689
1988,"snohomish","puget_oceantype",4513
1989,"snohomish","puget_oceantype",3173
1990,"snohomish","puget_oceantype",4722
1991,"snohomish","puget_oceantype",2800
1992,"snohomish","puget_oceantype",2708
1993,"snohomish","puget_oceantype",4019
1994,"snohomish","puget_oceantype",3406
1995,"snohomish","puget_oceantype",3356
1996,"snohomish","puget_oceantype",4851
1997,"snohomish","puget_oceantype",4078
1998,"snohomish","puget_oceantype",6306
1999,"snohomish","puget_oceantype",4791
2000,"snohomish","puget_oceantype",6095
2001,"snohomish","puget_oceantype",8166
2002,"snohomish","puget_oceantype",7223
2003,"snohomish","puget_oceantype",5447
2004,"snohomish","puget_oceantype",10602
2005,"snohomish","puget_oceantype",4480
2006,"snohomish","puget_oceantype",8188
2007,"snohomish","puget_oceantype",3982
2008,"snohomish","puget_oceantype",8373
2009,"snohomish","puget_oceantype",2309
2010,"snohomish","puget_oceantype",4299
2011,"snohomish","puget_oceantype",1883
2012,"snohomish","puget_oceantype",5124
2013,"snohomish","puget_oceantype",3244
2014,"snohomish","puget_oceantype",3901
2015,"snohomish","puget_oceantype",3863
2016,"snohomish","puget_oceantype",5153
2017,"snohomish","puget_oceantype",6119
2018,"snohomish","puget_oceantype",4210
1975,"green","puget_oceantype",3394
1976,"green","puget_oceantype",3140
1977,"green","puget_oceantype",3804
1978,"green","puget_oceantype",3304
1979,"green","puget_oceantype",9704
1980,"green","puget_oceantype",7743
1981,"green","puget_oceantype",3606
1982,"green","puget_oceantype",1840
1983,"green","puget_oceantype",3679
1984,"green","puget_oceantype",3353
1985,"green","puget_oceantype",2908
1986,"green","puget_oceantype",4792
1987,"green","puget_oceantype",10338
1988,"green","puget_oceantype",7994
1989,"green","puget_oceantype",11512
1990,"green","puget_oceantype",7035
1991,"green","puget_oceantype",10548
1992,"green","puget_oceantype",5267
1993,"green","puget_oceantype",2476
1994,"green","puget_oceantype",4078
1995,"green","puget_oceantype",7939
1996,"green","puget_oceantype",6026
1997,"green","puget_oceantype",7101
1998,"green","puget_oceantype",5963
1999,"green","puget_oceantype",7135
2000,"green","puget_oceantype",4473
2001,"green","puget_oceantype",6473
2002,"green","puget_oceantype",7564
2003,"green","puget_oceantype",5864
2004,"green","puget_oceantype",7947
2005,"green","puget_oceantype",2523
2006,"green","puget_oceantype",5790
2007,"green","puget_oceantype",4301
2008,"green","puget_oceantype",5971
2009,"green","puget_oceantype",688
2010,"green","puget_oceantype",2092
2011,"green","puget_oceantype",993
2012,"green","puget_oceantype",3091
2013,"green","puget_oceantype",2041
2014,"green","puget_oceantype",2730
2015,"green","puget_oceantype",4087
2016,"green","puget_oceantype",10063
2017,"green","puget_oceantype",8357
2018,"green","puget_oceantype",6891
1975,"nooksack_spring","puget_streamtype",NA
1976,"nooksack_spring","puget_streamtype",NA
1977,"nooksack_spring","puget_streamtype",NA
1978,"nooksack_spring","puget_streamtype",NA
1979,"nooksack_spring","puget_streamtype",NA
1980,"nooksack_spring","puget_streamtype",NA
1981,"nooksack_spring","puget_streamtype",NA
1982,"nooksack_spring","puget_streamtype",NA
1983,"nooksack_spring","puget_streamtype",NA
1984,"nooksack_spring","puget_streamtype",233
1985,"nooksack_spring","puget_streamtype",703
1986,"nooksack_spring","puget_streamtype",396
1987,"nooksack_spring","puget_streamtype",429
1988,"nooksack_spring","puget_streamtype",689
1989,"nooksack_spring","puget_streamtype",909
1990,"nooksack_spring","puget_streamtype",152
1991,"nooksack_spring","puget_streamtype",473
1992,"nooksack_spring","puget_streamtype",601
1993,"nooksack_spring","puget_streamtype",684
1994,"nooksack_spring","puget_streamtype",163
1995,"nooksack_spring","puget_streamtype",520
1996,"nooksack_spring","puget_streamtype",738
1997,"nooksack_spring","puget_streamtype",797
1998,"nooksack_spring","puget_streamtype",527
1999,"nooksack_spring","puget_streamtype",1111
2000,"nooksack_spring","puget_streamtype",1615
2001,"nooksack_spring","puget_streamtype",2629
2002,"nooksack_spring","puget_streamtype",4366
2003,"nooksack_spring","puget_streamtype",3448
2004,"nooksack_spring","puget_streamtype",1891
2005,"nooksack_spring","puget_streamtype",2279
2006,"nooksack_spring","puget_streamtype",1716
2007,"nooksack_spring","puget_streamtype",1786
2008,"nooksack_spring","puget_streamtype",1714
2009,"nooksack_spring","puget_streamtype",2360
2010,"nooksack_spring","puget_streamtype",2596
2011,"nooksack_spring","puget_streamtype",1348
2012,"nooksack_spring","puget_streamtype",1266
2013,"nooksack_spring","puget_streamtype",1590
2014,"nooksack_spring","puget_streamtype",1606
2015,"nooksack_spring","puget_streamtype",1852
2016,"nooksack_spring","puget_streamtype",1880
2017,"nooksack_spring","puget_streamtype",NA
2018,"nooksack_spring","puget_streamtype",NA
1975,"lake_washington","puget_oceantype",918
1976,"lake_washington","puget_oceantype",582
1977,"lake_washington","puget_oceantype",944
1978,"lake_washington","puget_oceantype",1245
1979,"lake_washington","puget_oceantype",1739
1980,"lake_washington","puget_oceantype",1903
1981,"lake_washington","puget_oceantype",970
1982,"lake_washington","puget_oceantype",1189
1983,"lake_washington","puget_oceantype",1646
1984,"lake_washington","puget_oceantype",1610
1985,"lake_washington","puget_oceantype",1255
1986,"lake_washington","puget_oceantype",1846
1987,"lake_washington","puget_oceantype",2652
1988,"lake_washington","puget_oceantype",1015
1989,"lake_washington","puget_oceantype",1234
1990,"lake_washington","puget_oceantype",974
1991,"lake_washington","puget_oceantype",864
1992,"lake_washington","puget_oceantype",999
1993,"lake_washington","puget_oceantype",307
1994,"lake_washington","puget_oceantype",1068
1995,"lake_washington","puget_oceantype",1202
1996,"lake_washington","puget_oceantype",457
1997,"lake_washington","puget_oceantype",385
1998,"lake_washington","puget_oceantype",869
1999,"lake_washington","puget_oceantype",992
2000,"lake_washington","puget_oceantype",361
2001,"lake_washington","puget_oceantype",1434
2002,"lake_washington","puget_oceantype",941
2003,"lake_washington","puget_oceantype",1010
2004,"lake_washington","puget_oceantype",1371
2005,"lake_washington","puget_oceantype",1043
2006,"lake_washington","puget_oceantype",1597
2007,"lake_washington","puget_oceantype",2309
2008,"lake_washington","puget_oceantype",1681
2009,"lake_washington","puget_oceantype",793
2010,"lake_washington","puget_oceantype",729
2011,"lake_washington","puget_oceantype",890
2012,"lake_washington","puget_oceantype",1581
2013,"lake_washington","puget_oceantype",1863
2014,"lake_washington","puget_oceantype",614
2015,"lake_washington","puget_oceantype",2014
2016,"lake_washington","puget_oceantype",1287
2017,"lake_washington","puget_oceantype",2302
2018,"lake_washington","puget_oceantype",1035
1975,"hoko","south_oceantype",NA
1976,"hoko","south_oceantype",NA
1977,"hoko","south_oceantype",NA
1978,"hoko","south_oceantype",NA
1979,"hoko","south_oceantype",NA
1980,"hoko","south_oceantype",NA
1981,"hoko","south_oceantype",NA
1982,"hoko","south_oceantype",NA
1983,"hoko","south_oceantype",NA
1984,"hoko","south_oceantype",NA
1985,"hoko","south_oceantype",NA
1986,"hoko","south_oceantype",801
1987,"hoko","south_oceantype",581
1988,"hoko","south_oceantype",686
1989,"hoko","south_oceantype",775
1990,"hoko","south_oceantype",378
1991,"hoko","south_oceantype",894
1992,"hoko","south_oceantype",642
1993,"hoko","south_oceantype",775
1994,"hoko","south_oceantype",332
1995,"hoko","south_oceantype",750
1996,"hoko","south_oceantype",1227
1997,"hoko","south_oceantype",768
1998,"hoko","south_oceantype",1618
1999,"hoko","south_oceantype",1497
2000,"hoko","south_oceantype",612
2001,"hoko","south_oceantype",768
2002,"hoko","south_oceantype",443
2003,"hoko","south_oceantype",863
2004,"hoko","south_oceantype",866
2005,"hoko","south_oceantype",203
2006,"hoko","south_oceantype",845
2007,"hoko","south_oceantype",462
2008,"hoko","south_oceantype",431
2009,"hoko","south_oceantype",103
2010,"hoko","south_oceantype",319
2011,"hoko","south_oceantype",1275
2012,"hoko","south_oceantype",401
2013,"hoko","south_oceantype",656
2014,"hoko","south_oceantype",1534
2015,"hoko","south_oceantype",2282
2016,"hoko","south_oceantype",965
2017,"hoko","south_oceantype",695
2018,"hoko","south_oceantype",2115
1975,"quillayute_summer","south_oceantype",NA
1976,"quillayute_summer","south_oceantype",1300
1977,"quillayute_summer","south_oceantype",3800
1978,"quillayute_summer","south_oceantype",2300
1979,"quillayute_summer","south_oceantype",2100
1980,"quillayute_summer","south_oceantype",964
1981,"quillayute_summer","south_oceantype",815
1982,"quillayute_summer","south_oceantype",1126
1983,"quillayute_summer","south_oceantype",548
1984,"quillayute_summer","south_oceantype",618
1985,"quillayute_summer","south_oceantype",550
1986,"quillayute_summer","south_oceantype",853
1987,"quillayute_summer","south_oceantype",666
1988,"quillayute_summer","south_oceantype",2599
1989,"quillayute_summer","south_oceantype",2407
1990,"quillayute_summer","south_oceantype",1483
1991,"quillayute_summer","south_oceantype",1188
1992,"quillayute_summer","south_oceantype",1009
1993,"quillayute_summer","south_oceantype",1292
1994,"quillayute_summer","south_oceantype",974
1995,"quillayute_summer","south_oceantype",1333
1996,"quillayute_summer","south_oceantype",1170
1997,"quillayute_summer","south_oceantype",890
1998,"quillayute_summer","south_oceantype",1599
1999,"quillayute_summer","south_oceantype",713
2000,"quillayute_summer","south_oceantype",989
2001,"quillayute_summer","south_oceantype",1225
2002,"quillayute_summer","south_oceantype",1002
2003,"quillayute_summer","south_oceantype",1219
2004,"quillayute_summer","south_oceantype",1093
2005,"quillayute_summer","south_oceantype",876
2006,"quillayute_summer","south_oceantype",553
2007,"quillayute_summer","south_oceantype",502
2008,"quillayute_summer","south_oceantype",949
2009,"quillayute_summer","south_oceantype",555
2010,"quillayute_summer","south_oceantype",772
2011,"quillayute_summer","south_oceantype",569
2012,"quillayute_summer","south_oceantype",729
2013,"quillayute_summer","south_oceantype",957
2014,"quillayute_summer","south_oceantype",608
2015,"quillayute_summer","south_oceantype",783
2016,"quillayute_summer","south_oceantype",871
2017,"quillayute_summer","south_oceantype",1060
2018,"quillayute_summer","south_oceantype",1185
1975,"quillayute_fall","south_oceantype",NA
1976,"quillayute_fall","south_oceantype",NA
1977,"quillayute_fall","south_oceantype",NA
1978,"quillayute_fall","south_oceantype",NA
1979,"quillayute_fall","south_oceantype",NA
1980,"quillayute_fall","south_oceantype",6700
1981,"quillayute_fall","south_oceantype",5963
1982,"quillayute_fall","south_oceantype",7107
1983,"quillayute_fall","south_oceantype",3069
